inchi,smiles,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,prediction_0,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_7,prediction_8
"InChI=1/C8H9/c1-4-7-8(5-2)6-3/h5-6H,2-3H2,1H3",C=C[C](C#CC)C=C,370.390878,400.45064,153.88752,189.07496,218.15376,242.00256,278.69624,305.432,345.55656,370.38286896014404,399.73405018914934,154.12261771437284,188.97752871502487,218.29141769213197,243.0039393669166,278.97799094627294,306.1513391447056,346.65355642174035
"InChI=1/C7H15/c1-5-7(3,4)6-2/h3,5-6H2,1-2,4H3",[CH2]C(C)(CC)CC,4.515422,421.20328,170.79088,212.17064,249.19904,280.5372,329.78288,366.64392,424.75968,4.71777557249797,414.5937815773261,172.50204701200278,214.7901458250393,251.57622456734572,282.84824573718095,331.19304723512397,367.70978665785094,425.40622546329064
"InChI=1/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3",[CH2]CCCCCC,17.331014,444.29896,170.87456,209.2,245.26608,276.60424,326.81224,364.67744,424.13208,16.414915586453418,444.29195710886836,169.63723225826976,208.83669940460652,245.2113668523282,277.1455143500797,326.59952018988065,364.56306418100803,423.88301656264304
"InChI=1/C8H9/c1-4-7-8(5-2)6-3/h2,4,6-7H,3H2,1H3/b7-4-",C#C[C](C=C)/C=C\C,393.097446,397.31264,153.30176,190.62304,220.4968,244.3456,280.20248,305.8504,344.42688,392.98206804271763,398.21665501589547,155.10998832029878,190.4560371713365,220.13097469833573,244.6685126729042,280.47494734922515,307.15897052117555,347.08920651771695
"InChI=1/C7H11/c1-4-5-6-7(2)3/h4H,1-3,5-6H2",[CH2]C(=C)CCC=C,194.651918,400.74352,144.38984,180.49776,211.87776,237.90224,278.11048,307.77504,354.13376,193.88849423654653,401.47591146880956,144.02528130319723,180.52902353979053,211.81604283164347,237.9764077669624,277.70746433802304,308.0039058999118,354.5790488544813
"InChI=1/C9H17/c1-5-6-7-8-9(2,3)4/h7-8H,1,5-6H2,2-4H3/b8-7+",[CH2]CC/C=C/C(C)(C)C,68.590586,478.06384,203.09136,254.34536,299.3652,337.0212,395.63904,439.06896,507.01712,68.38911020907582,477.23949154429994,203.39623124979767,254.5094853776485,299.90159898022614,338.33520135213473,396.3227269263497,439.9733287255596,506.9401591820855
"InChI=1/C8H11/c1-4-7-8(5-2)6-3/h2,4,8H,1,3,6-7H2/t8-/m1/s1",C#C[C@H](C[CH2])CC=C,405.99941,435.59624,169.49384,207.35904,238.6972,264.13592,302.9216,331.49832,376.43448,406.413396715503,438.2902100517389,169.84334913865825,206.99630294754954,238.24778226873784,264.2859377803808,302.77033123197805,332.1444228668728,377.58485810870536
"InChI=1/C6H11/c1-4-5-6(2)3/h1-2,4-5H2,3H3",[CH2]CCC(=C)C,147.934026,392.54288,129.87136,161.83712,190.33016,214.55552,252.83912,281.54136,326.81224,148.6857961276563,393.0298562578545,130.40994714819516,161.7815391034139,190.06243110139587,214.43013100271122,252.17154355586848,281.5015874421119,326.5295715564021
"InChI=1/C7H13/c1-5-6-7(2,3)4/h5-6H,1H2,2-4H3",C=C[CH]C(C)(C)C,50.16017,385.38824,154.5988,195.76936,231.5844,261.16528,306.56168,339.86632,391.91528,51.21212188891607,383.65859491046524,155.01314994241312,196.74408527910327,232.39966184505724,262.0002304831198,306.36474917693147,340.0371719697978,391.24674515641965
"InChI=1/C8H11/c1-4-7-8(5-2)6-3/h4-7H,2-3H2,1H3/b7-4+",C=C[C](C=C)/C=C/C,219.876602,411.11984,159.49408,199.07472,233.17432,261.33264,303.80024,334.00872,379.40512,220.85294131421455,407.6245866750726,160.95142605393275,200.26092493560458,233.78524221004116,262.2301922146346,303.67892137390083,334.85329254277013,381.55809853593416
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-6H,1,7H2,2H3/b6-4-",C=C[CH]C/C=C\C,189.752454,400.57616,142.00496,175.64432,206.60592,233.0488,274.55408,305.26464,353.04592,185.87759535656795,402.33471170690655,143.00979184576238,176.13235283503275,206.38733461260608,232.76825740434816,273.59366686705437,304.4686626398129,352.28988027018556
"InChI=1/C9H13/c1-4-7-8-9(5-2)6-3/h4-5,7-9H,1-3,6H2/b8-7+/t9-/m1/s1",[CH2]C[C@@H](C=C)/C=C/C=C,312.838754,471.1184,186.89928,231.96096,271.29056,303.25632,350.78656,384.67696,436.93512,315.9391891994109,465.8938194546451,189.4753877885903,235.495985538527,274.05812285174034,305.7905410659987,351.6411475314797,385.2591225037572,436.31527908664657
"InChI=1/C4H7/c1-3-4-2/h3-4H,1H2,2H3",C=C[CH]C,130.888514,301.16432,83.30344,104.01424,122.75856,138.6996,163.76176,182.46424,211.87776,131.97686125834102,298.6520459044991,82.44637255712487,104.27958269436871,121.97281052833387,138.84823957335237,163.16452355937167,182.23479204379527,213.64588967902353
"InChI=1/C7H11/c1-4-5-6-7(2)3/h5-6H,1-2,4H2,3H3/b6-5+",[CH2]C/C=C/C(=C)C,228.061158,405.47144,148.36464,185.47672,216.81488,242.08624,280.28616,308.23528,352.37648,229.86464905079376,408.83009097049154,148.31955672271422,183.3545082170302,213.75908605089296,239.77282078639942,278.7396313242632,308.39280041057447,354.46731584154634
"InChI=1/C9H13/c1-3-5-7-9-8-6-4-2/h1,4-5H,2,6-9H2",C#C[CH]CCCCC=C,336.14957,483.08464,186.43904,227.77696,264.30328,295.05568,343.04616,378.56832,433.8808,337.73198110185155,489.2881794561662,186.8322087969609,228.38710758671084,264.91891511781984,295.9067919546235,342.74098070165314,378.59671516776814,433.58548040984965
"InChI=1/C8H13/c1-4-6-8(3)7-5-2/h4-7H,1-3H3/b6-4+,7-5+",C/C=C/[C](C)/C=C/C,94.610334,414.0068,159.03384,199.32576,236.6052,268.73832,319.40656,356.8952,414.80176,95.58031985188515,415.076185111027,160.08216018417656,200.78157917911284,237.57561891598243,269.62985179730106,318.90284437327,356.218572075187,412.0530619819483
"InChI=1/C7H7/c1-4-6-7(3)5-2/h2H,1,3H3",C#C[C](C)C#CC,485.843886,389.07016,126.31496,151.58632,173.4268,191.96192,221.29176,243.13224,277.06448,486.1364274442773,388.56938945703746,126.52835027603356,151.73081298828302,173.38860074197652,192.21486907498982,221.11990335354295,243.2668445045485,277.3638405581782
"InChI=1/C6H11/c1-3-5-6-4-2/h3-5H,6H2,1-2H3/b5-3+",C[CH]C/C=C/C,140.875618,395.55536,127.52832,156.9,184.89096,209.49288,249.11536,279.03096,325.76624,138.19472629192455,394.4580446714605,127.34942629992646,156.6224556747887,184.71596097561536,209.70690454067955,248.73048521335878,278.802559254592,325.79392646978044
"InChI=1/C8H17/c1-4-5-6-7-8(2)3/h8H,2,4-7H2,1,3H3/t8-/m1/s1",[CH2][C@H](C)CCCCC,-8.540802,480.99264,198.23792,242.33728,283.21496,318.56976,374.97008,417.43768,484.21432,-8.219090065886036,478.44609079633557,197.72869811856307,242.7905106747687,283.66428183413973,319.2011199954047,374.51631962770625,417.2641799404221,484.21815540253175
"InChI=1/C6H11/c1-5(2)6(3)4/h1H2,2-4H3",C=C(C)[C](C)C,68.977762,369.6564,124.09744,156.23056,185.64408,210.99912,251.37472,281.5832,328.82056,69.75460156397628,367.87608346620095,124.97291771147279,156.52197578712753,185.6025004609189,210.42601957010731,250.52938052824697,281.0859091339662,328.1448470109819
"InChI=1/C6H5/c1-4-6(3)5-2/h1-2H,3H3",C#C[C](C)C#C,531.171302,341.07968,109.07688,129.66216,145.97976,159.28488,179.78648,195.01624,219.0324,532.0699513107977,341.1220852537072,109.77782672589876,129.75732786921665,146.32686283700988,159.37963744392917,181.56709051062774,196.55344132214458,219.1115354647602
"InChI=1/C8H13/c1-4-7-8(5-2)6-3/h4-5,7H,2,6H2,1,3H3/b7-4+",C=C[C](/C=C/C)CC,106.568206,414.216,171.08376,215.6852,253.71776,285.09776,333.0464,367.89912,420.53384,110.64130890567179,419.9661110726708,168.830111413277,212.49726731964242,250.65193135653044,282.91652700741514,330.73433422577887,366.3400134242506,419.63585821748006
"InChI=1/C8H13/c1-4-6-7-8(3)5-2/h4-6H,2,7H2,1,3H3/b6-4+",C=C[C](C)C/C=C/C,146.705318,435.42888,169.0336,206.4804,241.33312,271.58344,319.78312,355.76552,411.99848,148.759236727104,438.1240342828643,167.7435534003478,205.97778245518393,241.4092581192326,272.42553042600133,320.4487325795827,356.89613986360513,413.2226730202674
InChI=1/C6H9/c1-4-5-6(2)3/h1-3H3,CC#C[C](C)C,236.525102,373.50568,116.7336,142.08864,166.27216,187.6524,222.33776,248.48776,289.1144,235.8371245288935,373.00473144000466,117.41003082285656,142.321637792184,166.7492053076793,188.12266869465435,222.1109430963433,248.34766859916783,289.8784812792387
"InChI=1/C9H17/c1-3-5-7-9-8-6-4-2/h3,6H,1,4-5,7-9H2,2H3",C=CCCCC[CH]CC,88.108946,516.01272,199.24208,247.39992,291.79216,329.9084,390.32536,435.38704,505.51088,89.27480915647419,518.3045083267516,201.24689740630788,248.2819727843637,292.026825228507,330.6155232456307,389.72104480334167,434.96600435426564,504.61953512883224
"InChI=1/C5H7/c1-3-5-4-2/h1,5H,4H2,2H3",C#C[CH]CC,295.642982,341.37256,100.91808,123.13512,142.21416,158.1552,183.21736,202.04536,231.7936,295.61177847974676,339.9617318164204,100.8138343158773,122.69001577757476,142.40766163872303,158.12740688100405,183.59925854686304,203.6242392818479,230.68044768217175
"InChI=1/C9H13/c1-3-5-7-9-8-6-4-2/h1,5,7H,2,4,6,8-9H2/b7-5-",C#C/C=C\CCCC[CH2],373.793018,484.0888,185.93696,228.73928,265.85136,296.77112,344.5524,379.73984,434.55024,375.24709950497834,482.9860385656763,187.01364697203346,228.9796826243545,265.6621644073932,296.7361062811601,343.62625472081254,379.4031877675608,434.5302129141936
"InChI=1/C9H11/c1-4-6-8-9(3)7-5-2/h1,6,8H,2-3,5,7H2/b8-6+",C#C/C=C/C(=C)CC[CH2],472.68335,458.18984,180.70696,221.91936,255.39136,282.42,323.54872,353.58984,400.32512,472.08770004051485,457.1783727113961,181.1595258711222,222.6862295599376,256.5566720136445,284.2077855090391,324.43546902769793,354.9832784201117,401.8759591932467
"InChI=1/C5H9/c1-3-5-4-2/h3-5H,1-2H3/b5-3+",C[CH]/C=C/C,98.569154,331.91672,103.93056,129.2856,153.17624,173.97072,207.108,231.87728,270.4956,96.00386126097484,335.6704036082642,103.0955060660485,128.73823201049797,152.72024812026245,173.2154529040925,205.73694850907333,230.3937416915158,269.10874479181837
"InChI=1/C5H5/c1-3-5-4-2/h3,5H,1H3/b5-3+",[C]#C/C=C/C,576.26117,322.25168,88.99368,105.89704,121.50336,134.97584,156.23056,171.87872,195.89488,579.3072913107573,320.3819322954696,89.51194635224732,106.70311295027557,123.18925503141176,134.62055749853295,156.91923109046138,172.23615129179598,196.7988692904546
"InChI=1/C4H9/c1-3-4-2/h3H,4H2,1-2H3",C[CH]CC,67.532894,333.63216,91.2112,113.63744,134.97584,153.762,184.17968,207.3172,243.88536,67.38482632701758,333.1817389765968,91.88015689109602,113.77260445992158,137.06286899608375,153.81219977809712,184.07553181602998,207.05860728607774,245.20523230952125
"InChI=1/C11H21/c1-6-7-8-9-10(2)11(3,4)5/h6,10H,1-2,7-9H2,3-5H3/t10-/m1/s1",[CH2][C@H](CCCC=C)C(C)(C)C,36.934338,543.87816,258.9896,323.29768,378.81936,424.75968,495.63664,547.97848,629.77568,36.15279182051685,547.522507809867,259.9713257368068,322.9971414947119,377.7999410967618,423.7644015229533,494.11692010065894,547.4173498572186,629.4612933156761
"InChI=1/C6H11/c1-4-6(3)5-2/h4,6H,1-2,5H2,3H3/t6-/m0/s1",[CH2]C[C@@H](C)C=C,155.055194,389.69776,139.3272,169.95408,197.2756,220.41312,256.98128,284.55384,328.27664,155.42255763483956,386.92184473456933,139.15197715596946,170.95315773706568,197.80995947298567,221.43671509682034,256.7898222054321,285.5918781891196,327.9891089378473
"InChI=1/C8H11/c1-4-6-7-8(3)5-2/h2H,1,3-4,6-7H2",C#CC(=C)CCC[CH2],393.254946,443.42032,163.92912,201.54328,232.96512,258.7804,298.65392,328.19296,374.63536,397.54969395744286,442.06629676256455,164.1207111202229,201.5794989811031,232.92818293771955,259.27144682219534,298.5591440025691,328.73098359742033,375.08352356338116
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-7H,1-2H3/b5-3+,6-4+",C/C=C/[CH]/C=C/C,127.565662,381.3716,139.5364,174.09624,205.89464,233.21616,276.10216,307.7332,356.56048,124.85038456618042,380.81067715985984,139.51357474470137,174.22051505580126,205.84274281725746,233.28252862307338,275.6130549364194,307.8942169060338,356.17605224908516
"InChI=1/C9H13/c1-4-6-7-8-9(3)5-2/h2,4,9H,1,3,6-8H2/t9-/m0/s1",C#C[C@H]([CH2])CCCC=C,391.323978,488.39832,192.00376,234.17848,270.24456,300.16016,346.51888,380.91136,434.84312,392.86116948261025,483.75465517106556,191.84859522665673,234.31018163783847,270.5083510733887,300.9334306818079,346.3304371763713,380.956959461079,434.73518957114834
"InChI=1/C5H7/c1-3-5-4-2/h4-5H,1H2,2H3",C=C=C[CH]C,277.562166,332.628,100.16496,122.1728,142.00496,158.992,185.85328,205.89464,236.56336,276.26742943752504,330.90727791677205,98.96263257620112,121.97957781426919,141.65778525525837,159.04974445215768,186.5493264500695,206.40614152181223,237.18446801599413
"InChI=1/C8H13/c1-3-5-7-8-6-4-2/h3,5,7H,1-2,4,6,8H2/b7-5-",[CH2]CCC/C=C\C=C,223.050766,445.63784,163.71992,209.53472,249.70112,282.33632,330.15944,363.54776,414.38336,224.63883745644455,442.851595354054,163.89153483565582,209.90453576756897,250.14560067356962,283.1940929555488,330.34733954742023,364.3631511623531,414.8017122092259
"InChI=1/C9H17/c1-6-8(7-2)9(3,4)5/h6,8H,1-2,7H2,3-5H3/t8-/m0/s1",[CH2]C[C@H](C=C)C(C)(C)C,77.577818,464.71688,211.62672,263.3828,308.02608,345.13816,402.37528,444.50816,510.28064,79.08815094090988,460.4168142537257,211.46328025023737,264.18224810483576,309.3186786900404,346.7891439543375,402.91224229790976,445.4444488086169,510.00694969643615
"InChI=1/C6H9/c1-3-5-6-4-2/h1,3-4H,2,5-6H2",[CH]=CCCC=C,328.34123,380.24192,123.80456,151.41896,176.02088,196.81536,229.2832,253.50856,291.4156,330.346452621605,380.1226794190861,123.1338920043828,151.16998771212312,175.92831021779205,197.1508342227408,229.01376973858115,253.68303220172714,291.9910501322311
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3,5,7H,1-2,4,6H2/b7-5-",[CH2]CC/C=C\C=C,244.571222,404.63464,140.164,179.99568,214.8484,243.00672,283.75888,311.95904,354.76136,245.4846792036703,402.33174888312044,139.96628408412096,180.45977907096417,215.49850145549922,243.9687823812408,284.1790751079225,312.6557220755451,355.0119101524041
"InChI=1/C8H13/c1-4-6-7-8(3)5-2/h4-5,8H,1-3,6-7H2/t8-/m1/s1",[CH2][C@H](C=C)CCC=C,239.636142,453.88032,182.08768,221.20808,254.42904,282.33632,326.26832,359.36376,411.74744,239.70723247716742,455.056518546295,180.24512806322986,219.53361424028202,253.82533597602946,282.8379072103733,326.60944313035134,360.1174521020431,412.5370995350663
"InChI=1/C9H17/c1-4-6-7-8-9(3)5-2/h5H,1,4,6-8H2,2-3H3/b9-5-",[CH2]CCCC/C(C)=C\C,78.975274,502.4984,200.32992,248.65512,292.96368,331.03808,391.24584,436.09832,505.88744,79.05999698301181,501.1400220790237,200.08887122494264,248.27132850683165,292.6406856872706,330.9331157401663,390.108882652906,435.30244466619496,505.4121332666176
"InChI=1/C7H11/c1-3-5-7-6-4-2/h1,3-4H,2,5-7H2",[CH]=CCCCC=C,308.331198,418.86024,145.47768,179.95384,210.37152,235.93576,275.76744,305.26464,351.2468,308.5205237058931,419.5055637318271,146.8702474558651,180.7499642193745,210.81566229908913,236.60678793146678,275.46489372835146,305.30179446128625,351.57029793599065
"InChI=1/C6H13/c1-4-5-6(2)3/h4,6H,5H2,1-3H3",C[CH]CC(C)C,17.609302,397.14528,141.67024,176.64848,208.90712,236.56336,280.28616,313.08872,364.51008,15.779255817792858,397.80349138589236,140.13776320970948,175.4271890632971,207.85835271461627,235.35528576474857,278.7261405849715,312.64584944321706,363.60671411805833
"InChI=1/C6H13/c1-5(2)6(3)4/h5-6H,1H2,2-4H3/t5-/m1/s1",[CH2][C@H](C)C(C)C,27.625798,395.34616,143.26016,179.36808,211.33384,238.40432,281.1648,313.3816,364.34272,26.497960405836494,389.7780068644057,145.4478060782729,181.34925186447083,212.58422656198275,239.27457428422605,280.6601802169169,313.1732411020272,364.1123920197107
"InChI=1/C4H5/c1-3-4-2/h3H2,1H3",[C]#CCC,511.275934,304.5952,72.71792,88.11504,102.13144,114.18136,133.2604,147.40232,169.32648,510.781509263762,299.664258152479,73.15247360208886,89.60557870808537,102.99900581461537,114.84145192977576,135.47441880864858,148.6734791835549,171.81308585434175
"InChI=1/C4H7/c1-4(2)3/h1H,2-3H3",[CH]=C(C)C,232.003242,306.01776,87.40376,106.14808,123.05144,137.69544,161.37688,179.4936,208.32136,230.83910169193356,306.4019985487438,87.83348859999228,106.67743068851522,123.61506652359373,137.88969366172012,161.72711873595807,178.79139229390256,208.2678193958077
"InChI=1/C5H5/c1-3-5-4-2/h1,4-5H,2H2",C#C[CH]C=C,377.839154,310.99672,92.6756,113.05168,129.4948,142.6744,162.59024,177.10872,199.91152,376.0787147241045,309.8659904192275,93.37141509212901,113.74979902992666,129.57441857630545,143.4706419023576,162.6849612256667,177.37284763372287,198.80952025093524
"InChI=1/C6H13/c1-4-6(3)5-2/h4,6H,5H2,1-3H3/t6-/m0/s1",C[CH][C@H](C)CC,20.015102,401.53848,145.97976,179.7028,210.53888,237.2328,280.03512,312.50296,363.92432,18.98661130221919,403.44174505091166,143.1122317546209,177.52914183386255,209.53894230610337,236.80329043076767,280.54046384241747,313.7269182551113,365.0126667368982
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-5H,1-2,6-7H2",C=C[CH]CCC=C,194.095446,407.35424,144.80824,179.4936,210.4552,236.52152,277.10632,307.06376,353.88272,196.27024222466508,403.5015275352051,144.04845190402045,179.36084677191917,210.73086656178359,237.65126109886174,277.7178750634888,308.1373577280682,354.5775276919065
"InChI=1/C6H5/c1-3-5-6-4-2/h1-3,5-6H/b3-1?,6-5+",[CH]=C/C=C/C#C,590.22671,330.41048,109.6208,134.3064,153.05072,167.31816,187.73608,201.96168,223.50928,591.9029914835895,331.1153626134043,110.46593936198425,135.0063079316751,152.77904286887897,167.24246302757845,188.201245177592,201.62865950566288,222.6271957022256
"InChI=1/C6H9/c1-4-5-6(2)3/h4-5H,1-2H2,3H3",C=C[CH]C(=C)C,162.659014,349.1548,123.34432,154.64064,181.04168,202.79848,236.31232,260.91424,298.82128,162.54463069667037,348.0212995463165,122.09261882497609,153.3443494664569,180.54374975836117,202.74851207948518,235.88574049570352,260.76896612140337,300.4623320749957
"InChI=1/C7H15/c1-6(2)5-7(3)4/h6H,5H2,1-4H3",C[C](C)CC(C)C,-19.818722,429.52944,160.16352,201.75248,239.65952,272.12736,323.67424,362.3344,422.83504,-19.866314137155626,428.48300568277347,161.45967811734127,201.78473913338553,239.50010627233638,271.9032233523484,322.9748038283775,361.98599570388734,422.6558186554207
"InChI=1/C9H15/c1-3-5-7-9-8-6-4-2/h3,7,9H,1-2,4-6,8H2/b9-7+",[CH2]CCC/C=C/CC=C,216.023686,504.7996,192.96608,237.40016,277.73392,312.1264,366.18368,406.39192,469.15192,216.1463631748719,501.6931791329218,194.77962410736734,237.856373696019,277.63689852070047,312.1270182722461,365.0032161098139,405.68758421729353,468.08644360568564
"InChI=1/C9H17/c1-4-5-6-7-8-9(2)3/h4,8-9H,1,5-7H2,2-3H3",C=CCCC[CH]C(C)C,81.527514,508.10496,200.99936,250.8308,295.43224,333.21376,392.58472,436.76776,505.92928,79.37882713794335,508.91018848120063,201.17591919808723,250.2155960259642,294.5879899207955,332.8711078352385,391.3819248380589,436.33295906034004,505.7958193624943
"InChI=1/C8H17/c1-7(2)6-8(3,4)5/h7H,1,6H2,2-5H3/t7-/m1/s1",[CH2][C@H](C)CC(C)(C)C,-23.94629,444.80104,195.602,245.14056,288.36128,324.34368,380.07456,421.41248,486.34816,-24.611988218900052,443.4571707722554,195.4917586935864,245.34995815508347,288.77363143404057,325.30194340623024,379.6101816790866,421.0585564411687,486.71213766207774
"InChI=1/C9H13/c1-4-6-8-9(3)7-5-2/h4,6,8H,1-3,5,7H2/b8-6+",[CH2]CCC(=C)/C=C/C=C,293.680218,462.16464,186.69008,235.01528,275.34904,307.64952,355.30528,388.98648,440.28232,295.3882698436649,461.0408321765089,186.76379506135686,234.83443627988947,275.0812115357065,307.54999385209834,354.2457242910492,388.3891518230991,439.52824608080454
"InChI=1/C7H11/c1-3-5-7-6-4-2/h3-6H,1,7H2,2H3/b6-4+",C=C[CH]C/C=C/C,184.723286,402.71,145.72872,178.28024,208.40504,234.304,275.26536,305.72488,353.25512,185.12342181929444,403.5707674389029,144.11911737167807,177.5534902918044,208.05201917875416,234.49138436671,275.14012647864706,306.0374457175018,353.47694845995824
"InChI=1/C8H15/c1-3-5-7-8-6-4-2/h3-5H,6-8H2,1-2H3/b5-3+",C[CH]CCC/C=C/C,96.930962,473.16856,174.2636,216.14544,255.0148,288.73784,342.4604,382.71048,445.34496,96.1973038365154,477.24695227810923,175.10460447939352,215.88012507492346,254.38390679755497,288.6799267495559,341.8185235291569,382.80563322246496,445.8938044021633
"InChI=1/C6H11/c1-3-5-6-4-2/h3,5-6H,4H2,1-2H3/b6-5+",C[CH]/C=C/CC,78.458706,376.9784,127.48648,158.95016,188.15448,213.34216,253.3412,283.2568,329.86656,79.64588719005013,376.77337888675856,126.15278360882091,158.2351029504169,187.95047982659287,213.45212986335912,253.27062070671536,283.2129475254718,329.504983661795
"InChI=1/C5H9/c1-4-5(2)3/h4H,1H2,2-3H3",C=C[C](C)C,94.351682,336.05888,103.554,129.87136,153.92936,174.64016,207.44272,231.96096,270.37008,97.05503587707128,332.7503690091253,103.37612469833408,129.85541911474533,152.79927621491575,175.036231951483,206.6650221773698,231.90768027226568,270.9703942562814
"InChI=1/C8H17/c1-5-6-8(4)7(2)3/h8H,5-6H2,1-4H3/t8-/m1/s1",CCC[C@@H](C)[C](C)C,-37.703282,467.43648,188.99128,234.80608,276.9808,313.42344,371.49736,415.09464,483.21016,-38.792409786210015,470.66610198921546,188.43797869258424,233.95042946673715,275.80451741460087,312.2828598155456,369.4028973980243,413.1948179281918,482.05337807688267
"InChI=1/C6H11/c1-4-5-6(2)3/h4-5H,1-3H3/b5-4+",C/C=C/[C](C)C,62.910962,372.54336,124.474,155.31008,184.5144,209.99496,250.8308,281.41584,328.98792,62.65572990072528,369.55473783842353,124.19420760918109,154.71945761498185,183.69485006498243,209.40908447866366,250.4846715492721,281.651047260857,329.2203813876807
"InChI=1/C9H17/c1-4-6-7-8-9(3)5-2/h5H,1,4,6-8H2,2-3H3/b9-5+",[CH2]CCCC/C(C)=C/C,79.594506,506.34768,198.3216,246.18656,290.3696,328.444,388.98648,434.25736,504.7996,80.49694669379048,507.1366700734777,199.02001780277442,246.2958691572244,290.32119764791196,328.85890180607726,388.7259285716541,434.65986710623275,505.5758212251134
"InChI=1/C8H15/c1-4-5-6-7-8(2)3/h4H,2,5-7H2,1,3H3",C=C(C)CCC[CH]C,92.541946,475.42792,171.92056,215.85256,255.51688,289.44912,343.12984,383.17072,445.55416,92.8889210213647,476.2430917580482,173.49112726633976,215.8959825203213,254.83247821531972,289.13355310989346,342.01119860220166,382.6297633336436,445.2479622346898
"InChI=1/C8H13/c1-5-8(4)6-7(2)3/h5-6H,1H2,2-4H3",C=C[C](C)C=C(C)C,107.697886,422.50032,162.71576,203.67712,240.49632,272.00184,321.58224,358.19224,414.0068,103.48039606830051,418.8093216118224,162.38272146435304,204.43655906638622,241.28037149788173,272.827558138908,321.0335310417912,357.40415998516596,412.1417240291654
